created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Oct 19 23:43:49 +0000 2023;1715151797575447009;"@txtdarionlshop Harusnya ditutup gak sih? Krn ini sama aja kayak tiktok shop toh? Dia bisa manipulasi seller pake jasa pengirimannya klo mau dpt benefit subsidi.";0;2;0;17;in;297302790;1715145858453540969;nasipakde;https://twitter.com/nasipakde/status/1715151797575447009
Thu Oct 19 17:26:42 +0000 2023;1715056895264993499;"Dari Omzet Ratusan Ribu Melejit ke Jutaan Rupiah, Pedagang Offline Bersyukur TikTok Shop Ditutup https://t.co/FbrBGhbmtp";0;0;0;0;in;1646386392321368064;1715056895264993499;Cariakudotcom;https://twitter.com/Cariakudotcom/status/1715056895264993499
Thu Oct 19 14:47:34 +0000 2023;1715016847962284348;"@Barudakbabi Pantes pada mewek tiktok shop ditutup walopun algoritmanya sampah juga mayan bener2 bantu toko2 online";0;0;0;0;in;1682640865477693440;1715008889765376279;whythecreator;https://twitter.com/whythecreator/status/1715016847962284348
Thu Oct 19 14:45:02 +0000 2023;1715016210612658414;"@Iavinia Merenung Tiktok shop ditutup, ya?";0;1;0;1;in;1052396516;1715016021327884475;micielaz;https://twitter.com/micielaz/status/1715016210612658414
Thu Oct 19 09:24:37 +0000 2023;1714935576028414340;"@hrdbacot “Saya lihat di cv kamu ada gap ya setelah resign di bulan Oktober sampai dengan November. Itu kenapa ya?”  "Tiktok shop ditutup pak"";0;0;0;0;in;120987455;1714869472388088000;AhmadZulfakar_;https://twitter.com/AhmadZulfakar_/status/1714935576028414340
Thu Oct 19 08:08:04 +0000 2023;1714916308385677771;"Dinas Koperasi dan UKM Kutim Setuju TikTok Shop Ditutup  @@detakkaltim https://t.co/bNB1W0HNGR";0;0;0;0;in;700957614620807168;1714916308385677771;detakkaltim;https://twitter.com/detakkaltim/status/1714916308385677771
Thu Oct 19 04:37:27 +0000 2023;1714863307805585886;"@MySumatera pas tiktokshop ditutup jadi jarang buka tiktok hehehe";0;0;0;1;in;1322152481615310848;1714846690786882041;eRcepeRose;https://twitter.com/eRcepeRose/status/1714863307805585886
Wed Oct 18 22:14:18 +0000 2023;1714766884762214601;"Kado terbaik di ulang tahun saya tahun ini adalah di PHK dari tempat saya bekerja di @jntexpressid dikarenakan tiktok shop ditutup dan barang yg sudah mulai sedikit.. yaa semoga ini jalan dan rencana terbaik dari Allah SWT buat hamba nya, meskipun tdk sesuai keinginan hambanya🥲 https://t.co/O6RitwPMag";1;0;0;1;in;1201084087093452801;1714766884762214601;dudekk141;https://twitter.com/dudekk141/status/1714766884762214601
Wed Oct 18 21:33:41 +0000 2023;1714756661637001577;"Tiktokshop ditutup bru gw krja mau jln 2 bln sebagai host, dari berita tiktok shop ditutup banyak host di cut off sm atasanya  anjirr";0;0;0;0;in;1265640637958774789;1714756661637001577;nt44n_;https://twitter.com/nt44n_/status/1714756661637001577
Wed Oct 18 18:10:03 +0000 2023;1714705417715282249;"tiktok shop ditutup akibate ngene";0;2;0;2;tl;112957852;1714705417715282249;lintangnares;https://twitter.com/lintangnares/status/1714705417715282249
Wed Oct 18 17:40:19 +0000 2023;1714697932933595198;"@jeonghaanz Kebetulan tiktokshop ditutup jadinya rungkad bisnis dasternya";0;0;0;0;in;785427416155983872;1714595221361827916;hwiyounhg;https://twitter.com/hwiyounhg/status/1714697932933595198
Wed Oct 18 16:38:26 +0000 2023;1714682359407399390;"pusing banget tiktokshop ditutup balik lg ke orens🙂";0;0;0;0;in;1189813018990792704;1714682359407399390;diningssn;https://twitter.com/diningssn/status/1714682359407399390
Wed Oct 18 13:10:03 +0000 2023;1714629917927948298;"TikTok memang ga ada kapoknya untuk bikin ulah yg merugikan UMKM produk lokal. Setelah TikTok Shop ditutup sekarang TikTok berulah yaitu shadowban, pembatasan akun agar UMKM di TikTok tidak bisa berjualan ☹️☹️☹️ https://t.co/xQz4i7UAV6";2;2;13;26;in;816805902804099072;1714629917927948298;FirzaHusain;https://twitter.com/FirzaHusain/status/1714629917927948298
Wed Oct 18 07:51:42 +0000 2023;1714549803198423274;"entah doa suami siapa yang dikabulkan, sehingga tiktok shop ditutup.";0;0;0;0;in;1150803789625999366;1714549803198423274;CoretanKawulo;https://twitter.com/CoretanKawulo/status/1714549803198423274
Wed Oct 18 07:25:32 +0000 2023;1714543218329878970;"Para pemilik online shop ramai-ramai beralih ke platform e-commerce setelah TikTok Shop ditutup. Mengapa omzet mereka menurun?  #KoranTempo  https://t.co/oOvT4GVIB5";0;0;2;2;in;20963426;1714543218329878970;korantempo;https://twitter.com/korantempo/status/1714543218329878970
Wed Oct 18 06:21:46 +0000 2023;1714527170524303614;"@tantrioktvn w juga org yg ga setuju tiktokshop ditutup, tapi liat konten orang" kaya di dramatisir bgt🥲";0;1;0;0;in;428020444;1714493685277302859;mbambanghutomo;https://twitter.com/mbambanghutomo/status/1714527170524303614
Wed Oct 18 05:14:09 +0000 2023;1714510155252121687;"@soonwo__o iya dari pas tiktok shop ditutup😔";0;1;0;0;in;2955189894;1714506783967113314;toourhui;https://twitter.com/toourhui/status/1714510155252121687
Wed Oct 18 02:50:00 +0000 2023;1714473876644598043;"Omzet pedagang Tanah Abang naik usai TikTok Shop ditutup https://t.co/94937Gvyvi";0;0;0;1;in;231355136;1714473876644598043;SINDOnews;https://twitter.com/SINDOnews/status/1714473876644598043
Wed Oct 18 00:37:21 +0000 2023;1714440496687480952;"Paket dari bulan kapan sampai tiktok shop ditutup, gaakan sampe 🤣 https://t.co/viC1Nxzh0D";0;0;0;0;in;1292651767071571968;1714440496687480952;MondayNeverDie;https://twitter.com/MondayNeverDie/status/1714440496687480952
Tue Oct 17 22:37:35 +0000 2023;1714410354426757366;"@Heraloebss Mending yang ditutup judi online daripada tiktok shop";0;0;0;1;in;1643854237288534018;1714266318478901388;HobiPijatJogja;https://twitter.com/HobiPijatJogja/status/1714410354426757366
Tue Oct 17 22:24:47 +0000 2023;1714407135176753561;"@daffana betul, sejak tiktok shop ditutup mereka jd lebih sepi. Bukannya makin cepet malah lelet bgt, paket sampe stuck di gudang 3 - 4 harian ga ada pergerakan🤦🏻‍♀️ apakah ini saatnya beralih ke shopee express🫠";0;1;0;0;in;2888902912;1714329114289770832;riristweetss;https://twitter.com/riristweetss/status/1714407135176753561
Tue Oct 17 22:16:20 +0000 2023;1714405005942554750;"Tapi masih kesel knpya buat tiktokshop ada pemberitahuan sblm ditutup, seller shopee china tau2 ditutup 😭😭😭";0;0;0;0;in;1443651147382722573;1714405005942554750;nam7oon;https://twitter.com/nam7oon/status/1714405005942554750
Tue Oct 17 18:20:10 +0000 2023;1714345573711823299;"Aneh j&amp t, pas ada tiktok shop ngeluh terus overwork. Setelah ditutup ngeluh lagi sepi.";0;0;0;1;in;258176464;1714345573711823299;tnydvnggnhtg;https://twitter.com/tnydvnggnhtg/status/1714345573711823299
Tue Oct 17 16:34:30 +0000 2023;1714318981052727667;"jadi males belanja karna tiktok shop ditutup, mana makeup udah pada abis, dishopee harganya gak semurah tiktok";0;0;0;0;in;1141518528761102337;1714318981052727667;06peachannie;https://twitter.com/06peachannie/status/1714318981052727667
Tue Oct 17 16:26:22 +0000 2023;1714316935352266813;"Tahu apa artinya Fake Buyer setelah " Tiktok Shop " sudah resmi ditutup. https://t.co/vRlTSxaeV1";0;0;0;0;in;1565838528562352129;1714316935352266813;HerrySu24334740;https://twitter.com/HerrySu24334740/status/1714316935352266813
Tue Oct 17 15:40:00 +0000 2023;1714305265665741199;"Omzet pedagang Tanah Abang mulai naik usai TikTok Shop ditutup https://t.co/94937Gvyvi";1;0;0;0;in;231355136;1714305265665741199;SINDOnews;https://twitter.com/SINDOnews/status/1714305265665741199
Tue Oct 17 14:57:11 +0000 2023;1714294489618227312;"TikTok Shop resmi ditutup &amp  tak bisa bsa lgi diakses per Rabu, pukul 17.00 WB. Penutupan TikTok Shop tersebut imbas aturan pemerintah yg melarang social commerce atau media sosial yg merangkap sbgai e-commerce. Aturan ini diatur dlm Permendag No.31/2023. https://t.co/HfhoNsb89k";0;0;0;0;in;1499307323776712710;1714294489618227312;sheyxryl;https://twitter.com/sheyxryl/status/1714294489618227312
Tue Oct 17 13:23:27 +0000 2023;1714270903448801710;"Efek Tiktok Shop ditutup, akhirnya MK jualan karpet 😌😌";0;0;0;2;in;213364226;1714270903448801710;akun_hibah;https://twitter.com/akun_hibah/status/1714270903448801710
Tue Oct 17 13:03:37 +0000 2023;1714265913653121405;"@txtdarionlshop Satu2nya alasan bkn karna tiktok shop ditutup sih. Peraturan jnt skrg lebih mempersulit seller2. Kirim paket harus ke counter yg 1 kecamatan sma alamat toko. Mending kl deket lah ini jauh bgt jd wasting time. Sedangkan kl req pickup, gak pernah ada yg dtg buat ngambil barang.";1;3;2;9;in;105682704;1714156543074312647;hollastrangerr;https://twitter.com/hollastrangerr/status/1714265913653121405
Tue Oct 17 12:21:44 +0000 2023;1714255370045341773;"@bananacacca @convomfs hahaha itu loh tiktokshop kan ditutup gara gara orang tanah abang. jadinya keranjang kuning tiktok, diganti keranjang tanah abang😂";0;0;0;0;in;1907098874;1713866559352123529;taynewvie;https://twitter.com/taynewvie/status/1714255370045341773
Tue Oct 17 11:29:57 +0000 2023;1714242338145599707;"TikTok Shop ditutup tidak usah kawatir karena masih banyak cara lain  untuk menghasilkan cuan tanpa TikTok Shop  https://t.co/9mf4L3PsyV";0;0;0;2;in;1681005428262723584;1714242338145599707;FeedsNews24;https://twitter.com/FeedsNews24/status/1714242338145599707
Tue Oct 17 08:16:09 +0000 2023;1714193568469053477;"@akukarenn @txtdarionlshop Sebenarnya alasan tiktok shop ditutup bukan karena tanah abang tapi perizinannya gak sesuai. Tanah abang itu cuma triggernya yang bikin pemerintah nyadar akan masalah perizinan ini. Toh buktinya shopee dkk gak ditutup kok karena izinnya sesuai";0;1;0;0;in;1211087638288986113;1714157986351026281;jeffgoingout;https://twitter.com/jeffgoingout/status/1714193568469053477
Tue Oct 17 07:57:41 +0000 2023;1714188922161664228;"@hhahahhwhw Tiktok shop udah ditutup 😭";0;1;0;2;in;1658093236811079685;1714142896780394614;HanendaBarunaS;https://twitter.com/HanendaBarunaS/status/1714188922161664228
Tue Oct 17 07:06:22 +0000 2023;1714176005836095622;"Tiktok shop ditutup,  Tapi kenapa tidak dengan judi online sekalian ditutup tupppp... https://t.co/ZbAPt3Ez8E";0;0;0;1;in;1452043816282644481;1714176005836095622;Aguswelbie;https://twitter.com/Aguswelbie/status/1714176005836095622
Tue Oct 17 06:26:53 +0000 2023;1714166072088330258;"@txtdarionlshop Seharusnya itu tiktok shop buat e-commerce sendiri dong, jangan medsos berkedok e-commerce, ya wajarlah ditutup, kalo mau adil, ya legal dong, urus izin e-commerce dan buat aplikasi khusus.";0;0;0;0;in;548443869;1714156543074312647;imgroot190;https://twitter.com/imgroot190/status/1714166072088330258
Tue Oct 17 05:54:46 +0000 2023;1714157986351026281;"Yang bingung kenapa banyak kurir jnt yang galau setelah tiktokshop ditutup, ini penjelasannya guys https://t.co/2Wv6vcIvLI";35;84;288;1155;in;979392686;1714157986351026281;txtdarionlshop;https://twitter.com/txtdarionlshop/status/1714157986351026281
Tue Oct 17 05:49:02 +0000 2023;1714156543074312647;"Masih tentang keluhan jnt setelah tiktokshop ditutup https://t.co/XtNI7h3yTZ";153;328;166;1535;in;979392686;1714156543074312647;txtdarionlshop;https://twitter.com/txtdarionlshop/status/1714156543074312647
Tue Oct 17 05:23:06 +0000 2023;1714150019941732392;"TikTok Shop Tutup, Pedagang Tanah Abang Sebut Tak Berdampak.   Menteri Perdagangan Zulkifli Hasan (Zulhas) mengklaim Pasar Tanah Abang mulai ramai kembali pasca TikTok Shop ditutup sejak 4 Oktober 2023.   https://t.co/oU2orTgwza https://t.co/RRHjI8W5tj";0;0;0;1;in;1488712320495009792;1714150019941732392;SekuritasBahana;https://twitter.com/SekuritasBahana/status/1714150019941732392
Tue Oct 17 04:01:06 +0000 2023;1714129383395590425;"Menebak Alasan TikTok Tak PHK Karyawan meski TikTok Shop Resmi Ditutup https://t.co/2B8maVaDwp";0;0;0;0;in;118646322;1714129383395590425;Bisniscom;https://twitter.com/Bisniscom/status/1714129383395590425
Tue Oct 17 01:46:58 +0000 2023;1714095626391347410;"Ditutupnya TikTok Shop atas tuntutan para pedagang tak membuat pedagang-pedagang menjadi kebanjiran pesanan. Meski sudah ditutup dan dilarang operasinya, sejumlah pedagang bahkan menuntut agar e-commerce ditutup.  https://t.co/IzU61jUPYt";0;0;0;0;in;79957943;1714095626391347410;the_marketeers;https://twitter.com/the_marketeers/status/1714095626391347410
Tue Oct 17 01:28:11 +0000 2023;1714090900929007776;"@txtdarionlshop Ibukku curhat soalnya semua kebutuhan beli di tiktok lebih murah, dr sabun cuci baju, pasta gigi dll... Sejak tiktokshop ditutup orangnya jd sedih, kurir langganan kami namanya Jefri juga udh ga kerja :( kasihan";0;1;0;0;in;1346599257332019200;1713793894188802260;memilihviolence;https://twitter.com/memilihviolence/status/1714090900929007776
Tue Oct 17 01:21:27 +0000 2023;1714089206736384296;"@susipudjiastuti @jokowi Yg ditutup cuma kompetitor, sebenarnya ada pemain inti dari cayna (ya dari mana lagi coba ee?)  Sama seperti TikTok shop ditutup ternyata ada platform (milik kroni)  yg kesaing";0;0;0;0;in;1368200408166854661;1713764145299165404;pacekriboow;https://twitter.com/pacekriboow/status/1714089206736384296
Mon Oct 16 23:37:46 +0000 2023;1714063113601823035;"@Opiniku95098012 @ganjarpranowo Jangan terbawa isu tanah abang sepi trus minta tiktokshop ditutup, akhirnya ngelunjak minta marketplace lain tutup. Bersainglah yg bener. Jualan ya jangan jelekin barang orang. Tawarkan barang secara baik2 ke calon pembeli. Kudu pede ama barang sendiri donk!!";0;0;0;0;in;991129903822127105;1713899542750675094;fireworkID;https://twitter.com/fireworkID/status/1714063113601823035
Mon Oct 16 23:25:48 +0000 2023;1714060100820726091;"@jupoya @txtdarionlshop Nanti kayak sebelah. Dipecat semua wkwkw gara gara tiktok shop ditutup";0;1;0;0;in;2279847716;1713563043907752024;SKY11only;https://twitter.com/SKY11only/status/1714060100820726091
Mon Oct 16 22:57:04 +0000 2023;1714052869958389781;"Takjub juga, di pasar tradisional yg beroperasi dua kali seminggu, daerah pedesaan, ngedenger beberapa pedagangnya (terutama pedagang sepatu dan baju) ngeluh pendapatannya turun karena tiktok shop ditutup.";0;0;0;0;in;2339550259;1714052869958389781;hawadys;https://twitter.com/hawadys/status/1714052869958389781
Mon Oct 16 22:20:50 +0000 2023;1714043750706770245;"@txtdarionlshop kasian😭 kurir langgananku skrg dirumahkan, kirain gara-gara apa ternyata efek tiktokshop ditutup";0;0;0;0;in;712482266;1713844889979654148;kwonhouci;https://twitter.com/kwonhouci/status/1714043750706770245
Mon Oct 16 17:59:12 +0000 2023;1713977908283490403;"@Fardy86056272 @greatdayid @Sebutirdoang @txtdarionlshop Foto ini diambil sebelum tiktokshop ditutup trus di up lagi seolah pedagang tanah aban dzolim supaya online shop ditutup semua. Lu ga ngerasa kalo ini by design buat adu domba?";0;0;0;0;in;1603688779721895936;1713844889979654148;GoodStifler;https://twitter.com/GoodStifler/status/1713977908283490403
Mon Oct 16 17:58:53 +0000 2023;1713977831154434081;"@Fardy86056272 @greatdayid @Sebutirdoang @txtdarionlshop Foto ini diambil sebelum tiktokshop ditutup trus di up lagi seolah pedagang tanah aban dzolim supaya online shop ditutup semua. Lu ga ngerasa kalo ini by design buat adu domba?";0;1;0;1;in;1603688779721895936;1713844889979654148;GoodStifler;https://twitter.com/GoodStifler/status/1713977831154434081
Mon Oct 16 17:21:03 +0000 2023;1713968307743899911;"@chicohakim Saya udah nganggur mo 2 Minggu nih tiktok shop ditutup. Mgkn bagi sbagian orang tiktok shop cm lucu2an. Bagi seller n affiliator itu hidup kami. 🥹";0;0;0;0;in;70894633;1713942721726185937;fefeniaku;https://twitter.com/fefeniaku/status/1713968307743899911
Mon Oct 16 15:30:05 +0000 2023;1713940384303460678;"@txtdarionlshop hiks bener bgt, kemarin abis beli es teh jumbo, ada kurir jajan es teh, ditanyain sm yg jual kok gak ngirim? katanya krn paket dikit jd nya udah slese trs cerita imbas dr tiktokshop ditutup dia ga bisa dapet bonus 🥲";0;1;0;2;in;1296040697666011138;1713844889979654148;sukacirenk;https://twitter.com/sukacirenk/status/1713940384303460678
Mon Oct 16 15:12:10 +0000 2023;1713935874793308313;"Ini Rahasia Penjualan TikTok Shop Sebelum Ditutup Lebih Unggul daripada Shopee cs https://t.co/o9Puzh1ehd #beritajogja #jogja #jogjaistimewa https://t.co/tSQSmRo4YA";0;0;0;0;in;118371948;1713935874793308313;Harian_Jogja;https://twitter.com/Harian_Jogja/status/1713935874793308313
Mon Oct 16 14:30:21 +0000 2023;1713925352194802115;"kenapa aku bisa kena cut off? ini karena aku masih masa probotion dan semenjak tiktok shop ditutup aku jadi kena dampaknya karena aku dapet pemasukan dr sana dan 3 hari setelah aku join udah ada warning employee dan sekarang final meeting nya aku malah dapet kabar buruk😔😭";0;1;0;0;in;1289108704575418368;1713925352194802115;minjiloaf;https://twitter.com/minjiloaf/status/1713925352194802115
Mon Oct 16 13:01:20 +0000 2023;1713902950928834612;"@HusinShihab wah imbasnya jadi banyak pihak gini yg dirugikan gara-gara tiktok shop ditutup";0;0;0;0;in;1535900651355443200;1713817906168115475;dewshal;https://twitter.com/dewshal/status/1713902950928834612
Mon Oct 16 11:56:33 +0000 2023;1713886644636668388;"@txtdarionlshop Bukan karena tiktokshop ditutup, tapi karena monopoli SPX.";0;1;0;0;in;274440176;1713844889979654148;anwar_maul;https://twitter.com/anwar_maul/status/1713886644636668388
Mon Oct 16 10:28:10 +0000 2023;1713864402041278613;"@DraftAnakUnpad masih ko, walaupun tiktokshop udah ditutup tapi masih banyak yang suka live ngejualin barang barangnya";0;0;0;0;in;1572768145806602240;1713861173815431574;naanaaw12;https://twitter.com/naanaaw12/status/1713864402041278613
Mon Oct 16 10:17:19 +0000 2023;1713861674674102306;"Jiwa suudzon gue menilai kalo tiktokshop ditutup alasan utamanya karena platform sebelah “maksa” buat tutup ttshop dengan cari celah kesalahan";0;0;0;0;in;1573616983861436419;1713861674674102306;speaklaternow;https://twitter.com/speaklaternow/status/1713861674674102306
Mon Oct 16 09:25:29 +0000 2023;1713848627880501580;"@txtdarionlshop Wah beragantung sama tiktokshop ternyata? Ga bisa move ke tempat belanja online lain?  Bisa bisa nya ngatain pedagang offline ga bisa beradaptasi.   Disini jelas ya kalo tik tok shop itu udah memonopoli e-commerce di Indonesia. Jadi udh pantes lah ditutup sementara  atau regulasi";0;0;0;0;in;1603688779721895936;1713844889979654148;GoodStifler;https://twitter.com/GoodStifler/status/1713848627880501580
Mon Oct 16 09:10:38 +0000 2023;1713844889979654148;"Imbas dari tiktokshop ditutup https://t.co/BEKipqki2f";247;366;434;3163;in;979392686;1713844889979654148;txtdarionlshop;https://twitter.com/txtdarionlshop/status/1713844889979654148
Mon Oct 16 08:56:54 +0000 2023;1713841434317709371;"Heboh tiktok shop yang akhirnya ditutup. Nah 5 Negara Pengekspor Barang E-Commerce Terbesar Ke Indonesia 2023 #Datanesia #Datanesiaid #ECommerce #Shopee #Tokopedia #Lazada #Blibli #Bukalapak @bps_statistics @Kemenperin_RI @Kemendag @ZUL_Hasan https://t.co/grFCSWAbX5";0;1;38;38;in;53878998;1713841434317709371;datanesia_id;https://twitter.com/datanesia_id/status/1713841434317709371
Mon Oct 16 08:40:23 +0000 2023;1713837277347225729;"@txtdarionlshop Iya lho kurir j&amp t yg sering anter paket skrg gercep bgt anter paket ke rumah, pas ditanya kok tumben cepet? Ktnya sejak tiktokshop ditutup jadi sepi bahkan terancam ada pengurangan karyawan...ternyata seberpengaruh itu tiktokshop ditutup";0;0;0;1;in;1173590943162748929;1713793894188802260;Anana73322693;https://twitter.com/Anana73322693/status/1713837277347225729
Mon Oct 16 08:18:57 +0000 2023;1713831886739681284;"ikutan sedih liat status abang kurir jnt ini, tiktokshop ditutup terus mereka jadi keilangan pekerjaan, terus nanti yang anter paket2ku beda orang gabisa di talangin dulu kalo lagi gaada org di rumah huhu😭 https://t.co/FCd6FGU2Xq";0;0;0;0;in;1572231292091256836;1713831886739681284;booootsss15;https://twitter.com/booootsss15/status/1713831886739681284
Mon Oct 16 07:23:24 +0000 2023;1713817906168115475;"Persaingan Bisnis Tidak Sehat Wong Cilik Jadi Korban.  Jadi ada dampaknya juga ke wong cilik saat pemerintah menutup Tiktok Shop ternyata.   Yg biasanya dalam sehari ada 3 juta paket skr turun drastis akibat Tiktok Shop ditutup Pemerintah. Dan nasib kurir pun di-PHK! https://t.co/5bZf3o1YQE";2;58;219;613;in;1128649413633560577;1713817906168115475;HusinShihab;https://twitter.com/HusinShihab/status/1713817906168115475
Mon Oct 16 06:36:31 +0000 2023;1713806105766441376;"agak nyebelin grgr tiktok shop ditutup semua olshop livenya di ig, males bgt mau liat story orang2 kudu geser2 dlu";0;0;0;0;in;4381449493;1713806105766441376;viviaudiaa;https://twitter.com/viviaudiaa/status/1713806105766441376
Mon Oct 16 06:13:07 +0000 2023;1713800216619671591;"Sebelum TikTok Shop Ditutup, Pengguna TikTok Kurangi Belanja di Shopee Cs https://t.co/gAeEah9NHS";0;0;0;0;in;118646322;1713800216619671591;Bisniscom;https://twitter.com/Bisniscom/status/1713800216619671591
Mon Oct 16 05:58:12 +0000 2023;1713796462390473142;"@txtdarionlshop semenjak tiktok shop ditutup, banyak karyawan ekspedisi yg dirumahkan karena volume paket yg sedikit. sad :(";0;1;0;86;in;1176043236097282048;1713793894188802260;fajarisma_apri;https://twitter.com/fajarisma_apri/status/1713796462390473142
Mon Oct 16 05:27:06 +0000 2023;1713788638872703184;"TikTok Shop Ditutup Pemerintah, Pelaku UMKM di Tegal dan Brebes Banyak yang Setuju https://t.co/rJRgKr36AZ";0;0;0;0;in;756200715110928384;1713788638872703184;panturapost;https://twitter.com/panturapost/status/1713788638872703184
Mon Oct 16 05:21:58 +0000 2023;1713787346620231815;"Gara" tiktokshop ditutup nih pak karyawan jnt banyak yg kena phk buka mereka saja banyak host live juga kena imbasnya #mentriperdagangan  # https://t.co/5ONiBvtDnH";1;1;0;1;in;1485888392990949377;1713787346620231815;bangday04;https://twitter.com/bangday04/status/1713787346620231815
Mon Oct 16 03:51:40 +0000 2023;1713764620153090418;"Usai ramai soal TikTok Shop ditutup, kini dikabarkan akan segera dibuka kembali pada 10 November 2023. Zulkifli Hasan buka suara. https://t.co/0HaI44e9Ac";0;0;0;0;in;1600779468544806914;1713764620153090418;terasjakartaid;https://twitter.com/terasjakartaid/status/1713764620153090418
Mon Oct 16 03:05:09 +0000 2023;1713752913649209577;"TikTok Shop resmi ditutup pemerintah dan meninggalkan warisan berupa pasar yang sangat besar, sekitar Rp 60 triliun dalam setahun https://t.co/MqjXcGgUJm";0;0;1;1;in;238091066;1713752913649209577;InvestorID;https://twitter.com/InvestorID/status/1713752913649209577
Mon Oct 16 01:28:33 +0000 2023;1713728605497475149;"Diprotes Pedagang Tanah Abang, Shopee Beruntung Tak Ditutup seperti TikTok Shop https://t.co/QEZIOlCIVJ";0;0;0;0;in;118646322;1713728605497475149;Bisniscom;https://twitter.com/Bisniscom/status/1713728605497475149
Mon Oct 16 00:35:38 +0000 2023;1713715288594915619;"Setelah TikTok Shop Ditutup dan Abu-Abu Masa Depan Marketplace TikTok https://t.co/BYqmsa2EIu";0;0;0;1;in;118646322;1713715288594915619;Bisniscom;https://twitter.com/Bisniscom/status/1713715288594915619
Mon Oct 16 00:35:21 +0000 2023;1713715216729682180;"@RheinaHerlina sebelumnya sering belanja di tiktok soalnya harganya jauh lebuh murah yaa, nah setelah tiktok shop ditutup beberapa kali ini lebih suka belanja di shopee, harga nya juga murah terus aku kan pengguna baru yaa, sering dpt voucher² sm gratis ongkir juga. barangnya juga bagus";0;0;0;0;in;1120980490956066816;1713580156122800279;TantiNunna;https://twitter.com/TantiNunna/status/1713715216729682180
Mon Oct 16 00:16:40 +0000 2023;1713710514877153524;"@dare_darou @atikabidin Keranjang kuning istilah keranjang buat di tiktok shop Kak Ria sama kek keranjang2 di e-comm laen Diplesetin keranjang tanah abang setelah tiktok shop ditutup gegara pedagang tanah abang kemarin, cmiiw";0;1;0;0;in;373806504;1713688784871833865;firstarizki;https://twitter.com/firstarizki/status/1713710514877153524
Sun Oct 15 23:24:33 +0000 2023;1713697400714604646;"Kurir Sepi Job Imbas TikTok Shop Ditutup, Nyanyikan Lagu 'Sampai Jumpa' https://t.co/oQnHDINhHB";0;0;0;0;in;1217625008169635840;1713697400714604646;PRDepok;https://twitter.com/PRDepok/status/1713697400714604646
Sun Oct 15 18:05:08 +0000 2023;1713617014445736156;"@txtdarionlshop Kayaknya kemarin lihat kurir Jnt bawaannya gk serame Spx, emang beneran ngaruh kayaknya tiktok shop ditutup";0;0;0;1;in;1433426368235139073;1713563043907752024;Andhikap015;https://twitter.com/Andhikap015/status/1713617014445736156
Sun Oct 15 17:24:20 +0000 2023;1713606748685447475;"@gummysmile96 tiktok shop ditutup dia pasti sedih bgt sih pdhl tadinya suka mantengin live skintific";0;0;0;1;in;1212800664;1713599336532353310;lunargleams;https://twitter.com/lunargleams/status/1713606748685447475
Sun Oct 15 15:17:36 +0000 2023;1713574854920966387;"Astaghfirullah aladzim, tiktokshop ditutup ternyata pertanda baik https://t.co/kqZileEn3b";0;0;0;0;in;1241856864234565632;1713574854920966387;LainufarWahid;https://twitter.com/LainufarWahid/status/1713574854920966387
Sun Oct 15 15:16:35 +0000 2023;1713574598191861947;"Alhamdulillah tiktokshop ditutup pertanda Allah masih melindungi hambanya https://t.co/1oOxP97uUe";0;0;0;0;in;1241859843163475968;1713574598191861947;RianWicaksono16;https://twitter.com/RianWicaksono16/status/1713574598191861947
Sun Oct 15 15:15:10 +0000 2023;1713574242762252290;"Tiktokshop sudah ditutup  dan aku selalu melihat sisi positif dari kejadian ini, mungkin melalui pemerintah Allah memberikan peringatan agar hambanya selalu melakukan hal yang baik. @corbuzier https://t.co/EYBO8L13IH";0;0;0;0;in;1505496064602046464;1713574242762252290;SatuRiska;https://twitter.com/SatuRiska/status/1713574242762252290
Sun Oct 15 13:42:15 +0000 2023;1713550858691174439;"Beda Nasib Pedagang Tanah Abang Usai TikTok Shop Ditutup, Banyak yang Untung? https://t.co/WXvmTyQig7";0;0;0;0;in;305657272;1713550858691174439;ilhamiasnawi;https://twitter.com/ilhamiasnawi/status/1713550858691174439
Sun Oct 15 12:48:13 +0000 2023;1713537258262044701;"btw! sender lagi dikejar waktu bgt buat selesaiin skripsi gara-gara tiktok shop ditutup:( buat yang disini berusia 20-30 tahun dan pernah belanja produk fashion lewat live tiktok bolehkah isi kuesioner sender??🥹🙏🏻  boleh reply ajaa yahh, terima kasih banyak!!";0;88;9;42;in;865777701671415808;1713537258262044701;tubirfess;https://twitter.com/tubirfess/status/1713537258262044701
Sun Oct 15 07:16:24 +0000 2023;1713453754824179737;"Giliran ini, alasan jual kemurahan dan melindungi produk lokal. Tiktokshop ditutup . Berdalih beda izin, izin nya layanan video bukan jualan. Tapi FB IG juga jualan wa business juga jualan. Yg e-commerce juga malah ikut ikutan streamin dan ada video nya.";0;1;0;1;in;261092053;1713453743239532772;katafathan;https://twitter.com/katafathan/status/1713453754824179737
Sun Oct 15 07:16:21 +0000 2023;1713453743239532772;"Emang situ percaya kalo yang bikin Tiktokshop ditutup itu PTA? Karena sebelumnya ga ada tuh reaksi pemerintah kalo yg komplain itu pedagang kecil contoh waktu e-commerce ikut jual pulsa dan data.";0;2;0;0;in;261092053;1713453743239532772;katafathan;https://twitter.com/katafathan/status/1713453743239532772
